,Case ID,Activity,User ID,Start Time,End Time,playerAttribute_Completed
117,0,complete coral-turtle-population,HeartyGoal,0,1,complete
118,0,start coral-fake-fix,HeartyGoal,0,1,complete
119,0,complete coral-fake-fix,HeartyGoal,0,1,complete
120,0,start coral-lionfish-conspiracy,HeartyGoal,0,1,complete
121,0,complete coral-lionfish-conspiracy,HeartyGoal,0,1,complete
122,0,start kelp-urchin-barren,HeartyGoal,0,1,complete
123,0,complete kelp-urchin-barren-viz,HeartyGoal,0,1,complete
124,0,start boom-cause,HeartyGoal,0,1,complete
125,0,complete bayou-boom-cause,HeartyGoal,0,1,complete
126,0,start arctic-seal-habbits,HeartyGoal,0,1,complete
127,0,start kelp-urchin-barren-predict,HeartyGoal,0,1,complete
128,0,start coral-ocean-plastic,HeartyGoal,0,1,complete
129,0,start coral-turtle-stability,HeartyGoal,0,1,complete
130,0,complete coral-turtle-stability,HeartyGoal,0,1,complete
131,0,start arctic-disappearing-act,HeartyGoal,0,1,complete
132,0,complete arctic-disappearing-act,HeartyGoal,0,1,complete
133,0,start arctic-in-Ice,HeartyGoal,0,1,complete
134,0,start kelp-mussel-fest,HeartyGoal,0,1,complete
135,0,start turtle-danger,HeartyGoal,0,1,complete
136,0,start alt-energy,HeartyGoal,0,1,complete
137,0,complete kelp-urchin-barren-predict,HeartyGoal,0,1,complete
138,0,start kelp-start-refuge,HeartyGoal,0,1,complete
139,0,complete kelp-start-refuge,HeartyGoal,0,1,complete
140,0,start kelp-refuge-failure,HeartyGoal,0,1,complete
141,0,complete kelp-refuge-failure,HeartyGoal,0,1,complete
142,0,start kelp-refuge-failure-simulation,HeartyGoal,0,1,complete
143,0,complete kelp-refuge-failure-simulation,HeartyGoal,0,1,complete
144,0,start kelp-save-urchin-barren,HeartyGoal,0,1,complete
145,0,complete kelp-save-urchin-barren,HeartyGoal,0,1,complete
146,0,complete kelp-mussel-fest,HeartyGoal,0,1,complete
147,0,start kelp-urchin-farm,HeartyGoal,0,1,complete
148,0,complete kelp-urchin-farm,HeartyGoal,0,1,complete
149,0,complete kelp-mussel-fest,HeartyGoal,0,1,complete
150,0,start kelp-mussel-fest-solution,HeartyGoal,0,1,complete
151,0,complete kelp-musselfest-solution,HeartyGoal,0,1,complete
152,0,complete coral-ocean-plastics,HeartyGoal,0,1,complete
153,0,start coral-much-algae,HeartyGoal,0,1,complete
154,0,complete coral-much-algae,HeartyGoal,0,1,complete
155,0,start coral-check-up,HeartyGoal,0,1,complete
156,0,complete coral-tang-checkup,HeartyGoal,0,1,complete
157,0,start coral-hunting-lions,HeartyGoal,0,1,complete
158,0,start arctic-time-of-death,HeartyGoal,0,1,complete
159,0,complete arctic-time-of-death,HeartyGoal,0,1,complete
160,0,start coral-stressed,HeartyGoal,0,1,complete
161,0,complete coral-stressed,HeartyGoal,0,1,complete
162,0,start coral-casting-shade,HeartyGoal,0,1,complete
163,0,start coral-fishy-bizz,HeartyGoal,0,1,complete
164,0,complete coral-fishy-bizz,HeartyGoal,0,1,complete
165,0,start bayou-blue-waters,HeartyGoal,0,1,complete
166,0,start bayou-oxygen-tracking,HeartyGoal,0,1,complete
167,0,complete bayou-oxygen-tracking,HeartyGoal,0,1,complete
168,0,complete final-final,HeartyGoal,0,1,complete
169,0,start bayou-blue-waters,HeartyGoal,0,1,complete
170,0,start kelp-welcome,RecentMusic,0,1,complete
171,0,complete kelp-welcome,RecentMusic,0,1,complete
172,0,start kelp-bull-kelp-forest,RecentMusic,0,1,complete
173,0,complete kelp-bull-kelp-forest,RecentMusic,0,1,complete
174,0,complete kelp-shop-welcome,RecentMusic,0,1,complete
175,0,start coral-turtle-population,RecentMusic,0,1,complete
176,0,complete coral-turtle-population,RecentMusic,0,1,complete
177,0,start arctic-missing-whale,RecentMusic,0,1,complete
178,0,start arctic-salmon-monitoring,RecentMusic,0,1,complete
179,0,complete arctic-salmon-monitoring,RecentMusic,0,1,complete
180,0,start kelp-energy,RecentMusic,0,1,complete
181,0,complete kelp-energy,RecentMusic,0,1,complete
182,0,start arctic-underneath,RecentMusic,0,1,complete
183,0,complete arctic-underneath,RecentMusic,0,1,complete
184,0,complete arctic-missing-whale,RecentMusic,0,1,complete
185,0,start arctic-stationary-survival,RecentMusic,0,1,complete
186,0,complete arctic-stationary-survival,RecentMusic,0,1,complete
187,0,start coral-fake-fix,RecentMusic,0,1,complete
188,0,complete coral-fake-fix,RecentMusic,0,1,complete
189,0,start coral-lionfish-conspiracy,RecentMusic,0,1,complete
190,0,complete coral-lionfish-conspiracy,RecentMusic,0,1,complete
191,0,start coral-stressed,RecentMusic,0,1,complete
192,0,complete coral-stressed,RecentMusic,0,1,complete
193,0,start bayou-displaced-reef,RecentMusic,0,1,complete
194,0,complete displaced-reef,RecentMusic,0,1,complete
195,0,start bayou-shrimp-yields,RecentMusic,0,1,complete
196,0,complete bayou-shrimp-yields,RecentMusic,0,1,complete
197,0,start bayou-blue-waters,RecentMusic,0,1,complete
198,0,complete bayou-blue-waters,RecentMusic,0,1,complete
199,0,start bayou-dirty-detritus,RecentMusic,0,1,complete
200,0,complete bayou-dirty-detritus,RecentMusic,0,1,complete
201,0,start bayou-oxygen-tracking,RecentMusic,0,1,complete
202,0,complete bayou-oxygen-tracking,RecentMusic,0,1,complete
203,0,start bayou-shrimp-tastrophe,RecentMusic,0,1,complete
204,0,complete bayou-shrimp-tastrophe,RecentMusic,0,1,complete
205,0,start turtle-danger,RecentMusic,0,1,complete
206,0,complete turtle-danger,RecentMusic,0,1,complete
207,0,start turtle-danger2,RecentMusic,0,1,complete
208,0,start kelp-urchin-farm,RecentMusic,0,1,complete
209,0,complete kelp-urchin-farm,RecentMusic,0,1,complete
210,0,start coral-casting-shade,RecentMusic,0,1,complete
211,0,complete coral-casting-shade,RecentMusic,0,1,complete
212,0,start coral-eat-seaweed,RecentMusic,0,1,complete
213,0,complete coral-eat-seaweed,RecentMusic,0,1,complete
214,0,start kelp-mussel-fest,RecentMusic,0,1,complete
215,0,complete kelp-mussel-fest,RecentMusic,0,1,complete
216,0,complete turtle-danger2,RecentMusic,0,1,complete
217,0,start kelp-mussel-fest-solution,RecentMusic,0,1,complete
218,0,complete kelp-musselfest-solution,RecentMusic,0,1,complete
219,0,start kelp-start-refuge,RecentMusic,0,1,complete
220,0,complete kelp-start-refuge,RecentMusic,0,1,complete
221,0,start kelp-urchin-barren,RecentMusic,0,1,complete
222,0,complete kelp-urchin-barren-viz,RecentMusic,0,1,complete
223,0,start kelp-refuge-failure,RecentMusic,0,1,complete
224,0,complete kelp-refuge-failure,RecentMusic,0,1,complete
225,0,start kelp-refuge-failure-simulation,RecentMusic,0,1,complete
226,0,complete kelp-refuge-failure-simulation,RecentMusic,0,1,complete
227,0,start kelp-urchin-barren-predict,RecentMusic,0,1,complete
228,0,complete kelp-urchin-barren-predict,RecentMusic,0,1,complete
229,0,start kelp-save-urchin-barren,RecentMusic,0,1,complete
230,0,complete kelp-save-urchin-barren,RecentMusic,0,1,complete
231,0,start arctic-disappearing-act,RecentMusic,0,1,complete
232,0,complete arctic-disappearing-act,RecentMusic,0,1,complete
233,0,start arctic-cause-of-death,RecentMusic,0,1,complete
234,0,complete arctic-cause-of-death,RecentMusic,0,1,complete
235,0,complete final-final,RecentMusic,0,1,complete
236,0,start kelp-welcome,HandyLuck,0,1,complete
237,0,complete kelp-welcome,HandyLuck,0,1,complete
238,0,start kelp-bull-kelp-forest,HandyLuck,0,1,complete
239,0,complete kelp-bull-kelp-forest,HandyLuck,0,1,complete
240,0,complete kelp-shop-welcome,HandyLuck,0,1,complete
241,0,start kelp-energy,HandyLuck,0,1,complete
242,0,complete kelp-energy,HandyLuck,0,1,complete
243,0,start coral-turtle-population,HandyLuck,0,1,complete
244,0,complete coral-turtle-population,HandyLuck,0,1,complete
245,0,start bayou-displaced-reef,HandyLuck,0,1,complete
246,0,complete displaced-reef,HandyLuck,0,1,complete
247,0,start coral-fake-fix,HandyLuck,0,1,complete
248,0,complete coral-fake-fix,HandyLuck,0,1,complete
249,0,start coral-lionfish-conspiracy,HandyLuck,0,1,complete
250,0,complete coral-lionfish-conspiracy,HandyLuck,0,1,complete
251,0,start coral-stressed,HandyLuck,0,1,complete
252,0,complete coral-stressed,HandyLuck,0,1,complete
253,0,start arctic-salmon-monitoring,HandyLuck,0,1,complete
254,0,complete arctic-salmon-monitoring,HandyLuck,0,1,complete
255,0,start arctic-missing-whale,HandyLuck,0,1,complete
256,0,start bayou-shrimp-yields,HandyLuck,0,1,complete
257,0,complete bayou-shrimp-yields,HandyLuck,0,1,complete
258,0,complete arctic-missing-whale,HandyLuck,0,1,complete
259,0,start arctic-underneath,HandyLuck,0,1,complete
260,0,complete arctic-underneath,HandyLuck,0,1,complete
261,0,start arctic-stationary-survival,HandyLuck,0,1,complete
262,0,complete arctic-stationary-survival,HandyLuck,0,1,complete
263,0,start kelp-urchin-barren,HandyLuck,0,1,complete
264,0,complete kelp-urchin-barren-viz,HandyLuck,0,1,complete
265,0,start arctic-disappearing-act,HandyLuck,0,1,complete
266,0,complete arctic-disappearing-act,HandyLuck,0,1,complete
267,0,start arctic-in-Ice,HandyLuck,0,1,complete
268,0,complete arctic-in-ice,HandyLuck,0,1,complete
269,0,start arctic-isolated-instnace,HandyLuck,0,1,complete
270,0,start boom-cause,HandyLuck,0,1,complete
271,0,complete bayou-boom-cause,HandyLuck,0,1,complete
272,0,start alt-energy,HandyLuck,0,1,complete
273,0,complete arctic-isolated-instance,HandyLuck,0,1,complete
274,0,start arctic-seal-habbits,HandyLuck,0,1,complete
275,0,complete arctic-seal-habitats,HandyLuck,0,1,complete
276,0,start arctic-cause-of-death,HandyLuck,0,1,complete
277,0,complete arctic-cause-of-death,HandyLuck,0,1,complete
278,0,start arctic-time-of-death,HandyLuck,0,1,complete
279,0,complete arctic-time-of-death,HandyLuck,0,1,complete
280,0,start arctic-salmon-competition,HandyLuck,0,1,complete
281,0,complete arctic-salmon-competition,HandyLuck,0,1,complete
282,0,start above-n-below,HandyLuck,0,1,complete
283,0,complete above-n-below,HandyLuck,0,1,complete
284,0,start kelp-urchin-barren-predict,HandyLuck,0,1,complete
285,0,complete kelp-urchin-barren-predict,HandyLuck,0,1,complete
286,0,start kelp-save-urchin-barren,HandyLuck,0,1,complete
287,0,complete kelp-save-urchin-barren,HandyLuck,0,1,complete
288,0,start kelp-mussel-fest,HandyLuck,0,1,complete
289,0,complete kelp-mussel-fest,HandyLuck,0,1,complete
290,0,start kelp-start-refuge,HandyLuck,0,1,complete
291,0,complete kelp-start-refuge,HandyLuck,0,1,complete
292,0,start coral-fishy-bizz,HandyLuck,0,1,complete
293,0,complete coral-fishy-bizz,HandyLuck,0,1,complete
294,0,start coral-turtle-stability,HandyLuck,0,1,complete
295,0,complete coral-turtle-stability,HandyLuck,0,1,complete
296,0,start coral-ocean-plastic,HandyLuck,0,1,complete
297,0,complete coral-ocean-plastics,HandyLuck,0,1,complete
298,0,start coral-casting-shade,HandyLuck,0,1,complete
299,0,complete coral-casting-shade,HandyLuck,0,1,complete
300,0,start coral-eat-seaweed,HandyLuck,0,1,complete
301,0,complete coral-eat-seaweed,HandyLuck,0,1,complete
302,0,start coral-much-algae,HandyLuck,0,1,complete
303,0,complete coral-much-algae,HandyLuck,0,1,complete
304,0,complete final-final,HandyLuck,0,1,complete
305,0,start turtle-danger,HandyLuck,0,1,complete
306,0,complete turtle-danger,HandyLuck,0,1,complete
307,0,start kelp-mussel-fest-solution,HandyLuck,0,1,complete
308,0,complete kelp-musselfest-solution,HandyLuck,0,1,complete
309,0,start kelp-urchin-farm,HandyLuck,0,1,complete
310,0,complete kelp-urchin-farm,HandyLuck,0,1,complete
311,0,start kelp-refuge-failure,HandyLuck,0,1,complete
312,0,complete kelp-refuge-failure,HandyLuck,0,1,complete
313,0,start kelp-refuge-failure-simulation,HandyLuck,0,1,complete
314,0,complete kelp-refuge-failure-simulation,HandyLuck,0,1,complete
315,0,start kelp-welcome,MagentaMuscle,0,1,complete
316,0,complete kelp-welcome,MagentaMuscle,0,1,complete
317,0,start kelp-bull-kelp-forest,MagentaMuscle,0,1,complete
318,0,complete kelp-bull-kelp-forest,MagentaMuscle,0,1,complete
319,0,complete kelp-shop-welcome,MagentaMuscle,0,1,complete
320,0,start kelp-energy,MagentaMuscle,0,1,complete
321,0,complete kelp-energy,MagentaMuscle,0,1,complete
322,0,start bayou-shrimp-yields,MagentaMuscle,0,1,complete
323,0,complete bayou-shrimp-yields,MagentaMuscle,0,1,complete
324,0,start bayou-displaced-reef,MagentaMuscle,0,1,complete
325,0,complete displaced-reef,MagentaMuscle,0,1,complete
326,0,start kelp-urchin-barren,MagentaMuscle,0,1,complete
327,0,complete kelp-urchin-barren-viz,MagentaMuscle,0,1,complete
328,0,start arctic-missing-whale,MagentaMuscle,0,1,complete
329,0,complete arctic-missing-whale,MagentaMuscle,0,1,complete
330,0,start arctic-salmon-monitoring,MagentaMuscle,0,1,complete
331,0,complete arctic-salmon-monitoring,MagentaMuscle,0,1,complete
332,0,start coral-turtle-population,MagentaMuscle,0,1,complete
333,0,complete coral-turtle-population,MagentaMuscle,0,1,complete
334,0,start coral-stressed,MagentaMuscle,0,1,complete
335,0,complete coral-stressed,MagentaMuscle,0,1,complete
336,0,start coral-fake-fix,MagentaMuscle,0,1,complete
337,0,complete coral-fake-fix,MagentaMuscle,0,1,complete
338,0,start coral-lionfish-conspiracy,MagentaMuscle,0,1,complete
339,0,complete coral-lionfish-conspiracy,MagentaMuscle,0,1,complete
340,0,start kelp-mussel-fest,MagentaMuscle,0,1,complete
341,0,complete kelp-mussel-fest,MagentaMuscle,0,1,complete
342,0,start boom-cause,MagentaMuscle,0,1,complete
343,0,complete bayou-boom-cause,MagentaMuscle,0,1,complete
344,0,start alt-energy,MagentaMuscle,0,1,complete
345,0,start arctic-disappearing-act,MagentaMuscle,0,1,complete
346,0,start coral-ocean-plastic,MagentaMuscle,0,1,complete
347,0,complete coral-ocean-plastics,MagentaMuscle,0,1,complete
348,0,start coral-turtle-stability,MagentaMuscle,0,1,complete
349,0,complete coral-turtle-stability,MagentaMuscle,0,1,complete
350,0,start kelp-mussel-fest-solution,MagentaMuscle,0,1,complete
351,0,complete kelp-musselfest-solution,MagentaMuscle,0,1,complete
352,0,start kelp-urchin-farm,MagentaMuscle,0,1,complete
353,0,complete kelp-urchin-farm,MagentaMuscle,0,1,complete
354,0,start kelp-start-refuge,MagentaMuscle,0,1,complete
355,0,complete kelp-start-refuge,MagentaMuscle,0,1,complete
356,0,start bayou-blue-waters,MagentaMuscle,0,1,complete
357,0,start turtle-danger,MagentaMuscle,0,1,complete
358,0,complete turtle-danger,MagentaMuscle,0,1,complete
359,0,start bayou-oxygen-tracking,MagentaMuscle,0,1,complete
360,0,complete bayou-oxygen-tracking,MagentaMuscle,0,1,complete
361,0,complete bayou-alt-energy,MagentaMuscle,0,1,complete
362,0,start bayou-methanogen,MagentaMuscle,0,1,complete
363,0,complete bayou-methanogen,MagentaMuscle,0,1,complete
364,0,start coral-hunting-lions,MagentaMuscle,0,1,complete
365,0,start coral-much-algae,MagentaMuscle,0,1,complete
366,0,start arctic-in-Ice,MagentaMuscle,0,1,complete
367,0,complete arctic-in-ice,MagentaMuscle,0,1,complete
368,0,start arctic-picky-eaters,MagentaMuscle,0,1,complete
369,0,complete arctic-picky-eaters,MagentaMuscle,0,1,complete
370,0,start arctic-underneath,MagentaMuscle,0,1,complete
371,0,complete arctic-underneath,MagentaMuscle,0,1,complete
372,0,start arctic-seal-habbits,MagentaMuscle,0,1,complete
373,0,start arctic-salmon-competition,MagentaMuscle,0,1,complete
374,0,complete arctic-salmon-competition,MagentaMuscle,0,1,complete
375,0,start arctic-stationary-survival,MagentaMuscle,0,1,complete
376,0,complete arctic-stationary-survival,MagentaMuscle,0,1,complete
377,0,start arctic-isolated-instnace,MagentaMuscle,0,1,complete
378,0,complete arctic-isolated-instance,MagentaMuscle,0,1,complete
379,0,start kelp-refuge-failure,MagentaMuscle,0,1,complete
380,0,start kelp-urchin-barren-predict,MagentaMuscle,0,1,complete
381,0,complete kelp-urchin-barren-predict,MagentaMuscle,0,1,complete
382,0,start kelp-save-urchin-barren,MagentaMuscle,0,1,complete
383,0,complete kelp-save-urchin-barren,MagentaMuscle,0,1,complete
384,0,complete final-final,MagentaMuscle,0,1,complete
385,0,start turtle-danger2,MagentaMuscle,0,1,complete
386,0,start kelp-welcome,SpiritedBase,0,1,complete
387,0,complete kelp-welcome,SpiritedBase,0,1,complete
388,0,start kelp-bull-kelp-forest,SpiritedBase,0,1,complete
389,0,complete kelp-bull-kelp-forest,SpiritedBase,0,1,complete
390,0,complete kelp-shop-welcome,SpiritedBase,0,1,complete
391,0,start coral-turtle-population,SpiritedBase,0,1,complete
392,0,complete coral-turtle-population,SpiritedBase,0,1,complete
393,0,start arctic-missing-whale,SpiritedBase,0,1,complete
394,0,start arctic-salmon-monitoring,SpiritedBase,0,1,complete
395,0,complete arctic-salmon-monitoring,SpiritedBase,0,1,complete
396,0,start bayou-displaced-reef,SpiritedBase,0,1,complete
397,0,complete displaced-reef,SpiritedBase,0,1,complete
398,0,start bayou-shrimp-yields,SpiritedBase,0,1,complete
399,0,complete bayou-shrimp-yields,SpiritedBase,0,1,complete
400,0,start coral-fake-fix,SpiritedBase,0,1,complete
401,0,complete coral-fake-fix,SpiritedBase,0,1,complete
402,0,start coral-lionfish-conspiracy,SpiritedBase,0,1,complete
403,0,complete coral-lionfish-conspiracy,SpiritedBase,0,1,complete
404,0,start coral-stressed,SpiritedBase,0,1,complete
405,0,complete coral-stressed,SpiritedBase,0,1,complete
406,0,start kelp-energy,SpiritedBase,0,1,complete
407,0,complete kelp-energy,SpiritedBase,0,1,complete
408,0,start kelp-urchin-barren,SpiritedBase,0,1,complete
409,0,complete kelp-urchin-barren-viz,SpiritedBase,0,1,complete
410,0,start kelp-urchin-barren-predict,SpiritedBase,0,1,complete
411,0,complete kelp-urchin-barren-predict,SpiritedBase,0,1,complete
412,0,start kelp-mussel-fest,SpiritedBase,0,1,complete
413,0,complete kelp-mussel-fest,SpiritedBase,0,1,complete
414,0,start kelp-start-refuge,SpiritedBase,0,1,complete
415,0,complete kelp-start-refuge,SpiritedBase,0,1,complete
416,0,start arctic-in-Ice,SpiritedBase,0,1,complete
417,0,complete arctic-in-ice,SpiritedBase,0,1,complete
418,0,start arctic-picky-eaters,SpiritedBase,0,1,complete
419,0,complete arctic-picky-eaters,SpiritedBase,0,1,complete
420,0,start arctic-salmon-competition,SpiritedBase,0,1,complete
421,0,complete arctic-salmon-competition,SpiritedBase,0,1,complete
422,0,start arctic-seal-habbits,SpiritedBase,0,1,complete
423,0,complete arctic-seal-habitats,SpiritedBase,0,1,complete
424,0,start above-n-below,SpiritedBase,0,1,complete
425,0,start bayou-blue-waters,SpiritedBase,0,1,complete
426,0,complete bayou-blue-waters,SpiritedBase,0,1,complete
427,0,start turtle-danger,SpiritedBase,0,1,complete
428,0,complete turtle-danger,SpiritedBase,0,1,complete
429,0,start boom-cause,SpiritedBase,0,1,complete
430,0,complete bayou-boom-cause,SpiritedBase,0,1,complete
431,0,start turtle-danger2,SpiritedBase,0,1,complete
432,0,complete turtle-danger2,SpiritedBase,0,1,complete
433,0,start kelp-urchin-farm,SpiritedBase,0,1,complete
434,0,complete kelp-urchin-farm,SpiritedBase,0,1,complete
435,0,start kelp-save-urchin-barren,SpiritedBase,0,1,complete
436,0,complete kelp-save-urchin-barren,SpiritedBase,0,1,complete
437,0,start kelp-mussel-fest-solution,SpiritedBase,0,1,complete
438,0,complete kelp-musselfest-solution,SpiritedBase,0,1,complete
439,0,start kelp-refuge-failure,SpiritedBase,0,1,complete
440,0,complete kelp-refuge-failure,SpiritedBase,0,1,complete
441,0,start kelp-refuge-failure-simulation,SpiritedBase,0,1,complete
442,0,complete kelp-refuge-failure-simulation,SpiritedBase,0,1,complete
443,0,start coral-much-algae,SpiritedBase,0,1,complete
444,0,complete coral-much-algae,SpiritedBase,0,1,complete
445,0,start coral-casting-shade,SpiritedBase,0,1,complete
446,0,complete coral-casting-shade,SpiritedBase,0,1,complete
447,0,complete above-n-below,SpiritedBase,0,1,complete
448,0,complete arctic-missing-whale,SpiritedBase,0,1,complete
449,0,start arctic-underneath,SpiritedBase,0,1,complete
450,0,complete arctic-underneath,SpiritedBase,0,1,complete
451,0,start arctic-endangered-seals,SpiritedBase,0,1,complete
452,0,complete arctic-endangered-seals,SpiritedBase,0,1,complete
